Transaction ID,Customer ID,Product ID,Employee ID,Region ID,Quantity Sold,Discount,Order Date,Price,Total Sales
17702,726,29,94,2,13,0.27,2025-01-07 13:00:00,322.28,3058.44
17703,715,7,71,1,2,0.03,2025-01-07 14:00:00,279.15,541.55
17704,811,4,33,4,1,0.01,2025-01-07 15:00:00,152.04,150.52
17705,500,37,27,5,16,0.28,2025-01-07 16:00:00,355.87,4099.62
17706,428,10,27,2,14,0.2,2025-01-07 17:00:00,402.58,4508.9
17707,896,23,1,2,16,0.3,2025-01-07 18:00:00,387.26,4337.31
17708,462,45,14,4,4,0.12,2025-01-07 19:00:00,216.82,763.21
17709,286,40,53,3,5,0.07,2025-01-07 20:00:00,341.62,1588.53
17710,529,47,11,3,16,0.28,2025-01-07 21:00:00,489.29,5636.62
17711,67,49,64,3,16,0.3,2025-01-07 22:00:00,241.31,2702.67
17712,320,20,84,5,8,0.07,2025-01-07 23:00:00,176.94,1316.43
17713,374,25,42,4,8,0.12,2025-01-08 00:00:00,159.53,1123.09
17714,512,8,21,3,18,0.23,2025-01-08 01:00:00,285.26,3953.7
17715,38,49,72,4,9,0.21,2025-01-08 02:00:00,241.31,1715.71
17716,594,29,67,5,7,0.12,2025-01-08 03:00:00,322.28,1985.24
17717,864,34,70,2,7,0.18,2025-01-08 04:00:00,146.75,842.34
17718,153,17,100,1,18,0.01,2025-01-08 05:00:00,165.9,2956.34
17719,254,26,17,2,14,0.17,2025-01-08 06:00:00,277.17,3220.72
17720,182,35,14,2,13,0.19,2025-01-08 07:00:00,158.42,1668.16
17721,485,2,3,3,1,0.09,2025-01-08 08:00:00,185.03,168.38
17722,347,8,81,4,3,0.04,2025-01-08 09:00:00,285.26,821.55
17723,541,37,92,4,9,0.08,2025-01-08 10:00:00,355.87,2946.6
17724,711,40,71,1,9,0.08,2025-01-08 11:00:00,341.62,2828.61
17725,47,40,51,4,3,0.12,2025-01-08 12:00:00,341.62,901.88
17726,668,9,59,4,4,0.2,2025-01-08 13:00:00,409.39,1310.05
17727,918,25,73,1,17,0.05,2025-01-08 14:00:00,159.53,2576.41
17728,41,24,100,1,9,0.05,2025-01-08 15:00:00,398.82,3409.91
17729,454,37,53,1,8,0.02,2025-01-08 16:00:00,355.87,2790.02
17730,583,26,95,1,4,0.07,2025-01-08 17:00:00,277.17,1031.07
17731,255,32,66,2,8,0.09,2025-01-08 18:00:00,213.36,1553.26
17732,94,35,30,3,19,0.09,2025-01-08 19:00:00,158.42,2739.08
17733,10,20,92,1,8,0.27,2025-01-08 20:00:00,176.94,1033.33
17734,916,47,29,2,11,0.04,2025-01-08 21:00:00,489.29,5166.9
17735,52,11,56,2,19,0.26,2025-01-08 22:00:00,223.35,3140.3
17736,376,4,31,5,6,0.29,2025-01-08 23:00:00,152.04,647.69
17737,147,32,90,5,15,0.24,2025-01-09 00:00:00,213.36,2432.3
17738,942,39,52,5,16,0.0,2025-01-09 01:00:00,462.54,7400.64
17739,172,31,3,5,13,0.01,2025-01-09 02:00:00,290.56,3739.51
17740,564,30,72,5,2,0.29,2025-01-09 03:00:00,63.04,89.52
17741,537,40,53,1,15,0.01,2025-01-09 04:00:00,341.62,5073.06
17742,125,44,25,4,10,0.16,2025-01-09 05:00:00,168.57,1415.99
17743,112,9,94,3,6,0.18,2025-01-09 06:00:00,409.39,2014.2
17744,865,6,76,5,17,0.09,2025-01-09 07:00:00,313.8,4854.49
17745,966,13,22,1,10,0.26,2025-01-09 08:00:00,307.99,2279.13
17746,133,31,87,4,5,0.15,2025-01-09 09:00:00,290.56,1234.88
17747,660,4,71,3,1,0.19,2025-01-09 10:00:00,152.04,123.15
17748,505,36,40,1,1,0.15,2025-01-09 11:00:00,387.14,329.07
17749,982,44,21,4,13,0.26,2025-01-09 12:00:00,168.57,1621.64
17750,43,48,75,1,19,0.06,2025-01-09 13:00:00,451.86,8070.22
17751,561,17,42,1,5,0.16,2025-01-09 14:00:00,165.9,696.78
17752,836,26,38,1,11,0.09,2025-01-09 15:00:00,277.17,2774.47
17753,316,10,89,1,19,0.03,2025-01-09 16:00:00,402.58,7419.55
17754,27,1,95,1,5,0.12,2025-01-09 17:00:00,329.11,1448.08
17755,808,32,85,2,8,0.08,2025-01-09 18:00:00,213.36,1570.33
17756,16,34,42,2,6,0.08,2025-01-09 19:00:00,146.75,810.06
17757,711,13,82,1,18,0.19,2025-01-09 20:00:00,307.99,4490.49
17758,568,31,85,3,16,0.05,2025-01-09 21:00:00,290.56,4416.51
17759,667,16,43,4,3,0.27,2025-01-09 22:00:00,35.93,78.69
17760,814,45,64,2,13,0.21,2025-01-09 23:00:00,216.82,2226.74
17761,439,2,15,4,7,0.06,2025-01-10 00:00:00,185.03,1217.5
17762,69,30,84,1,9,0.15,2025-01-10 01:00:00,63.04,482.26
17763,42,2,84,5,17,0.09,2025-01-10 02:00:00,185.03,2862.41
17764,375,22,94,5,1,0.18,2025-01-10 03:00:00,211.47,173.41
17765,900,12,35,5,11,0.01,2025-01-10 04:00:00,363.21,3955.36
17766,533,20,46,3,17,0.11,2025-01-10 05:00:00,176.94,2677.1
17767,933,46,35,2,4,0.07,2025-01-10 06:00:00,301.92,1123.14
17768,239,48,44,3,9,0.08,2025-01-10 07:00:00,451.86,3741.4
17769,887,38,52,1,3,0.19,2025-01-10 08:00:00,312.42,759.18
17770,412,50,7,5,9,0.27,2025-01-10 09:00:00,185.38,1217.95
17771,81,41,21,4,17,0.09,2025-01-10 10:00:00,211.44,3270.98
17772,842,20,7,1,5,0.16,2025-01-10 11:00:00,176.94,743.15
17773,821,39,71,5,14,0.24,2025-01-10 12:00:00,462.54,4921.43
17774,609,32,31,4,1,0.14,2025-01-10 13:00:00,213.36,183.49
17775,315,29,3,4,8,0.21,2025-01-10 14:00:00,322.28,2036.81
17776,253,10,83,3,11,0.03,2025-01-10 15:00:00,402.58,4295.53
17777,81,37,16,4,16,0.2,2025-01-10 16:00:00,355.87,4555.14
17778,241,32,42,3,9,0.18,2025-01-10 17:00:00,213.36,1574.6
17779,691,26,70,3,13,0.28,2025-01-10 18:00:00,277.17,2594.31
17780,272,23,10,2,16,0.08,2025-01-10 19:00:00,387.26,5700.47
17781,567,47,97,2,4,0.05,2025-01-10 20:00:00,489.29,1859.3
17782,984,23,18,2,3,0.07,2025-01-10 21:00:00,387.26,1080.46
17783,653,11,50,5,1,0.06,2025-01-10 22:00:00,223.35,209.95
17784,460,16,37,5,6,0.19,2025-01-10 23:00:00,35.93,174.62
17785,666,22,87,4,14,0.18,2025-01-11 00:00:00,211.47,2427.68
17786,499,43,41,5,4,0.11,2025-01-11 01:00:00,427.02,1520.19
17787,276,7,82,2,16,0.2,2025-01-11 02:00:00,279.15,3573.12
17788,321,11,33,5,14,0.02,2025-01-11 03:00:00,223.35,3064.36
17789,830,1,39,3,10,0.15,2025-01-11 04:00:00,329.11,2797.44
17790,110,15,41,5,8,0.25,2025-01-11 05:00:00,60.03,360.18
17791,815,44,73,5,8,0.0,2025-01-11 06:00:00,168.57,1348.56
17792,145,37,63,2,2,0.07,2025-01-11 07:00:00,355.87,661.92
17793,653,25,96,2,18,0.26,2025-01-11 08:00:00,159.53,2124.94
17794,846,18,57,4,14,0.12,2025-01-11 09:00:00,160.21,1973.79
17795,743,49,73,5,4,0.28,2025-01-11 10:00:00,241.31,694.97
17796,509,26,82,3,4,0.04,2025-01-11 11:00:00,277.17,1064.33
17797,612,43,56,5,17,0.29,2025-01-11 12:00:00,427.02,5154.13
17798,19,25,59,5,13,0.28,2025-01-11 13:00:00,159.53,1493.2
17799,68,9,55,5,18,0.21,2025-01-11 14:00:00,409.39,5821.53
17800,710,50,16,5,6,0.17,2025-01-11 15:00:00,185.38,923.19
17801,486,24,69,4,4,0.26,2025-01-11 16:00:00,398.82,1180.51
17802,122,32,16,4,6,0.21,2025-01-11 17:00:00,213.36,1011.33
17803,877,48,88,4,14,0.1,2025-01-11 18:00:00,451.86,5693.44
17804,463,21,98,3,3,0.13,2025-01-11 19:00:00,383.66,1001.35
17805,677,29,97,2,8,0.08,2025-01-11 20:00:00,322.28,2371.98
17806,785,9,24,4,9,0.08,2025-01-11 21:00:00,409.39,3389.75
17807,883,8,7,4,17,0.13,2025-01-11 22:00:00,285.26,4219.0
17808,83,25,90,3,4,0.04,2025-01-11 23:00:00,159.53,612.6
17809,962,36,13,2,10,0.1,2025-01-12 00:00:00,387.14,3484.26
17810,131,31,64,1,9,0.24,2025-01-12 01:00:00,290.56,1987.43
17811,335,23,54,1,17,0.06,2025-01-12 02:00:00,387.26,6188.41
17812,190,5,31,5,17,0.01,2025-01-12 03:00:00,136.62,2299.31
17813,904,17,40,4,2,0.19,2025-01-12 04:00:00,165.9,268.76
17814,166,48,71,2,16,0.01,2025-01-12 05:00:00,451.86,7157.46
17815,642,25,48,5,6,0.05,2025-01-12 06:00:00,159.53,909.32
17816,245,46,54,5,2,0.19,2025-01-12 07:00:00,301.92,489.11
17817,137,27,21,5,2,0.04,2025-01-12 08:00:00,351.26,674.42
17818,649,28,39,5,10,0.19,2025-01-12 09:00:00,382.85,3101.08
17819,967,43,64,5,11,0.08,2025-01-12 10:00:00,427.02,4321.44
17820,894,10,59,2,1,0.19,2025-01-12 11:00:00,402.58,326.09
17821,469,35,19,4,12,0.22,2025-01-12 12:00:00,158.42,1482.81
17822,150,28,32,2,13,0.08,2025-01-12 13:00:00,382.85,4578.89
17823,587,17,21,4,3,0.14,2025-01-12 14:00:00,165.9,428.02
17824,617,24,84,1,18,0.22,2025-01-12 15:00:00,398.82,5599.43
17825,448,36,72,4,14,0.17,2025-01-12 16:00:00,387.14,4498.57
17826,923,49,83,5,1,0.19,2025-01-12 17:00:00,241.31,195.46
17827,226,47,73,1,12,0.22,2025-01-12 18:00:00,489.29,4579.75
17828,866,39,82,3,7,0.14,2025-01-12 19:00:00,462.54,2784.49
17829,738,46,37,2,9,0.01,2025-01-12 20:00:00,301.92,2690.11
17830,427,26,91,4,12,0.21,2025-01-12 21:00:00,277.17,2627.57
17831,309,47,69,3,1,0.07,2025-01-12 22:00:00,489.29,455.04
17832,217,9,67,3,1,0.09,2025-01-12 23:00:00,409.39,372.54
17833,386,10,5,1,4,0.07,2025-01-13 00:00:00,402.58,1497.6
17834,594,43,46,3,13,0.16,2025-01-13 01:00:00,427.02,4663.06
17835,409,2,47,3,8,0.16,2025-01-13 02:00:00,185.03,1243.4
17836,237,7,44,5,11,0.03,2025-01-13 03:00:00,279.15,2978.53
17837,249,6,56,1,4,0.03,2025-01-13 04:00:00,313.8,1217.54
17838,288,28,73,2,3,0.01,2025-01-13 05:00:00,382.85,1137.06
17839,67,18,94,4,14,0.25,2025-01-13 06:00:00,160.21,1682.2
17840,157,2,88,5,13,0.1,2025-01-13 07:00:00,185.03,2164.85
17841,782,49,36,3,4,0.13,2025-01-13 08:00:00,241.31,839.76
17842,694,40,37,4,4,0.07,2025-01-13 09:00:00,341.62,1270.83
17843,844,16,46,2,11,0.23,2025-01-13 10:00:00,35.93,304.33
17844,671,17,89,3,14,0.14,2025-01-13 11:00:00,165.9,1997.44
17845,31,47,38,1,17,0.11,2025-01-13 12:00:00,489.29,7402.96
17846,707,44,41,5,16,0.28,2025-01-13 13:00:00,168.57,1941.93
17847,157,31,13,2,2,0.27,2025-01-13 14:00:00,290.56,424.22
17848,872,47,42,2,17,0.21,2025-01-13 15:00:00,489.29,6571.16
17849,312,28,16,1,9,0.24,2025-01-13 16:00:00,382.85,2618.69
17850,778,16,46,3,17,0.2,2025-01-13 17:00:00,35.93,488.65
17851,437,22,61,4,7,0.29,2025-01-13 18:00:00,211.47,1051.01
17852,283,41,37,2,12,0.27,2025-01-13 19:00:00,211.44,1852.21
17853,520,33,56,3,19,0.03,2025-01-13 20:00:00,213.71,3938.68
17854,502,5,98,5,1,0.26,2025-01-13 21:00:00,136.62,101.1
17855,300,8,30,2,5,0.19,2025-01-13 22:00:00,285.26,1155.3
17856,158,10,53,2,7,0.16,2025-01-13 23:00:00,402.58,2367.17
17857,410,22,28,1,19,0.21,2025-01-14 00:00:00,211.47,3174.16
17858,490,7,13,5,3,0.08,2025-01-14 01:00:00,279.15,770.45
17859,317,45,23,4,14,0.23,2025-01-14 02:00:00,216.82,2337.32
17860,634,39,72,4,16,0.23,2025-01-14 03:00:00,462.54,5698.49
17861,928,37,10,1,6,0.01,2025-01-14 04:00:00,355.87,2113.87
17862,553,37,87,3,2,0.16,2025-01-14 05:00:00,355.87,597.86
17863,683,34,79,2,3,0.28,2025-01-14 06:00:00,146.75,316.98
17864,749,4,3,2,6,0.11,2025-01-14 07:00:00,152.04,811.89
17865,419,35,13,2,8,0.28,2025-01-14 08:00:00,158.42,912.5
17866,67,39,8,2,16,0.06,2025-01-14 09:00:00,462.54,6956.6
17867,202,35,32,3,7,0.05,2025-01-14 10:00:00,158.42,1053.49
17868,612,15,72,3,18,0.27,2025-01-14 11:00:00,60.03,788.79
17869,776,33,58,4,4,0.04,2025-01-14 12:00:00,213.71,820.65
17870,209,46,84,4,2,0.01,2025-01-14 13:00:00,301.92,597.8
17871,661,30,54,3,15,0.19,2025-01-14 14:00:00,63.04,765.94
17872,330,24,84,2,5,0.01,2025-01-14 15:00:00,398.82,1974.16
17873,636,42,26,3,12,0.14,2025-01-14 16:00:00,188.45,1944.8
17874,638,6,31,1,6,0.1,2025-01-14 17:00:00,313.8,1694.52
17875,492,24,2,3,13,0.04,2025-01-14 18:00:00,398.82,4977.27
17876,821,49,48,2,17,0.29,2025-01-14 19:00:00,241.31,2912.61
17877,101,20,42,2,14,0.19,2025-01-14 20:00:00,176.94,2006.5
17878,36,50,93,4,7,0.27,2025-01-14 21:00:00,185.38,947.29
17879,646,25,30,3,2,0.19,2025-01-14 22:00:00,159.53,258.44
17880,795,49,19,1,4,0.18,2025-01-14 23:00:00,241.31,791.5
17881,534,32,17,2,1,0.01,2025-01-15 00:00:00,213.36,211.23
17882,246,38,90,4,8,0.21,2025-01-15 01:00:00,312.42,1974.49
17883,243,19,80,5,11,0.07,2025-01-15 02:00:00,88.61,906.48
17884,47,31,8,4,7,0.22,2025-01-15 03:00:00,290.56,1586.46
17885,837,7,33,4,3,0.12,2025-01-15 04:00:00,279.15,736.96
17886,405,7,70,1,17,0.26,2025-01-15 05:00:00,279.15,3511.71
17887,884,25,10,2,6,0.12,2025-01-15 06:00:00,159.53,842.32
17888,791,17,23,5,11,0.03,2025-01-15 07:00:00,165.9,1770.15
17889,113,43,2,4,17,0.14,2025-01-15 08:00:00,427.02,6243.03
17890,382,16,51,1,1,0.17,2025-01-15 09:00:00,35.93,29.82
17891,36,30,83,4,19,0.0,2025-01-15 10:00:00,63.04,1197.76
17892,377,18,11,4,8,0.29,2025-01-15 11:00:00,160.21,909.99
17893,33,17,57,4,16,0.15,2025-01-15 12:00:00,165.9,2256.24
17894,916,32,18,1,19,0.26,2025-01-15 13:00:00,213.36,2999.84
17895,703,15,71,4,4,0.24,2025-01-15 14:00:00,60.03,182.49
17896,999,17,27,2,12,0.13,2025-01-15 15:00:00,165.9,1732.0
17897,304,27,60,5,11,0.23,2025-01-15 16:00:00,351.26,2975.17
17898,932,46,43,5,11,0.11,2025-01-15 17:00:00,301.92,2955.8
17899,620,22,56,1,3,0.02,2025-01-15 18:00:00,211.47,621.72
17900,605,25,1,3,6,0.04,2025-01-15 19:00:00,159.53,918.89
17901,362,18,99,2,17,0.02,2025-01-15 20:00:00,160.21,2669.1
17902,119,33,38,2,10,0.1,2025-01-15 21:00:00,213.71,1923.39
17903,828,48,82,3,18,0.19,2025-01-15 22:00:00,451.86,6588.12
17904,781,44,94,3,3,0.22,2025-01-15 23:00:00,168.57,394.45
17905,526,31,19,2,12,0.19,2025-01-16 00:00:00,290.56,2824.24
17906,414,39,96,1,2,0.17,2025-01-16 01:00:00,462.54,767.82
17907,798,45,54,4,19,0.26,2025-01-16 02:00:00,216.82,3048.49
17908,758,17,55,5,6,0.07,2025-01-16 03:00:00,165.9,925.72
17909,400,45,77,5,10,0.24,2025-01-16 04:00:00,216.82,1647.83
17910,322,2,97,1,15,0.18,2025-01-16 05:00:00,185.03,2275.87
17911,411,1,92,3,4,0.05,2025-01-16 06:00:00,329.11,1250.62
17912,285,16,31,5,3,0.11,2025-01-16 07:00:00,35.93,95.93
17913,715,25,91,5,7,0.22,2025-01-16 08:00:00,159.53,871.03
17914,729,46,90,3,16,0.13,2025-01-16 09:00:00,301.92,4202.73
17915,765,42,15,3,4,0.3,2025-01-16 10:00:00,188.45,527.66
17916,813,20,68,3,17,0.21,2025-01-16 11:00:00,176.94,2376.3
17917,939,19,31,2,13,0.01,2025-01-16 12:00:00,88.61,1140.41
17918,783,2,58,4,2,0.17,2025-01-16 13:00:00,185.03,307.15
17919,662,34,19,1,15,0.02,2025-01-16 14:00:00,146.75,2157.22
17920,214,23,56,1,11,0.18,2025-01-16 15:00:00,387.26,3493.09
17921,35,35,38,3,12,0.06,2025-01-16 16:00:00,158.42,1786.98
17922,480,35,85,5,1,0.29,2025-01-16 17:00:00,158.42,112.48
17923,27,7,93,2,1,0.17,2025-01-16 18:00:00,279.15,231.69
17924,658,30,23,2,4,0.27,2025-01-16 19:00:00,63.04,184.08
17925,255,7,83,5,17,0.2,2025-01-16 20:00:00,279.15,3796.44
17926,570,13,58,5,8,0.01,2025-01-16 21:00:00,307.99,2439.28
17927,640,12,100,1,18,0.22,2025-01-16 22:00:00,363.21,5099.47
17928,694,21,59,1,18,0.14,2025-01-16 23:00:00,383.66,5939.06
17929,136,36,77,1,13,0.23,2025-01-17 00:00:00,387.14,3875.27
17930,887,21,25,5,14,0.25,2025-01-17 01:00:00,383.66,4028.43
17931,990,50,91,4,2,0.3,2025-01-17 02:00:00,185.38,259.53
17932,697,48,2,3,7,0.05,2025-01-17 03:00:00,451.86,3004.87
17933,113,22,93,2,8,0.25,2025-01-17 04:00:00,211.47,1268.82
17934,155,8,70,1,2,0.02,2025-01-17 05:00:00,285.26,559.11
17935,949,47,79,4,3,0.05,2025-01-17 06:00:00,489.29,1394.48
17936,473,7,8,4,14,0.08,2025-01-17 07:00:00,279.15,3595.45
17937,2,33,95,1,4,0.18,2025-01-17 08:00:00,213.71,700.97
17938,851,22,59,3,1,0.08,2025-01-17 09:00:00,211.47,194.55
17939,969,38,81,5,2,0.25,2025-01-17 10:00:00,312.42,468.63
17940,744,7,52,4,5,0.29,2025-01-17 11:00:00,279.15,990.98
17941,964,49,93,3,3,0.1,2025-01-17 12:00:00,241.31,651.54
17942,205,12,18,1,8,0.28,2025-01-17 13:00:00,363.21,2092.09
17943,222,19,57,2,10,0.24,2025-01-17 14:00:00,88.61,673.44
17944,357,40,60,5,17,0.29,2025-01-17 15:00:00,341.62,4123.35
17945,443,23,1,5,1,0.27,2025-01-17 16:00:00,387.26,282.7
17946,60,40,81,5,3,0.24,2025-01-17 17:00:00,341.62,778.89
17947,289,22,92,3,1,0.25,2025-01-17 18:00:00,211.47,158.6
17948,777,37,100,1,13,0.06,2025-01-17 19:00:00,355.87,4348.73
17949,626,45,94,3,15,0.02,2025-01-17 20:00:00,216.82,3187.25
17950,151,48,84,2,1,0.24,2025-01-17 21:00:00,451.86,343.41
17951,837,37,78,2,17,0.16,2025-01-17 22:00:00,355.87,5081.82
17952,111,32,15,1,6,0.26,2025-01-17 23:00:00,213.36,947.32
17953,986,42,86,4,12,0.07,2025-01-18 00:00:00,188.45,2103.1
17954,821,44,23,2,8,0.1,2025-01-18 01:00:00,168.57,1213.7
17955,526,50,40,5,8,0.25,2025-01-18 02:00:00,185.38,1112.28
17956,557,35,37,5,19,0.09,2025-01-18 03:00:00,158.42,2739.08
17957,215,31,30,4,4,0.07,2025-01-18 04:00:00,290.56,1080.88
17958,686,15,97,3,5,0.11,2025-01-18 05:00:00,60.03,267.13
17959,473,35,93,4,5,0.04,2025-01-18 06:00:00,158.42,760.42
17960,51,22,70,3,2,0.19,2025-01-18 07:00:00,211.47,342.58
17961,925,50,80,4,3,0.26,2025-01-18 08:00:00,185.38,411.54
17962,468,1,38,3,11,0.03,2025-01-18 09:00:00,329.11,3511.6
17963,988,35,88,2,3,0.18,2025-01-18 10:00:00,158.42,389.71
17964,627,28,57,1,14,0.26,2025-01-18 11:00:00,382.85,3966.33
17965,534,18,6,3,7,0.12,2025-01-18 12:00:00,160.21,986.89
17966,362,24,4,1,6,0.1,2025-01-18 13:00:00,398.82,2153.63
17967,658,10,21,2,19,0.19,2025-01-18 14:00:00,402.58,6195.71
17968,766,29,83,1,6,0.11,2025-01-18 15:00:00,322.28,1720.98
17969,75,21,55,3,9,0.2,2025-01-18 16:00:00,383.66,2762.35
17970,548,34,91,3,9,0.04,2025-01-18 17:00:00,146.75,1267.92
17971,993,16,27,2,5,0.18,2025-01-18 18:00:00,35.93,147.31
17972,906,5,82,1,18,0.1,2025-01-18 19:00:00,136.62,2213.24
17973,865,9,100,2,13,0.13,2025-01-18 20:00:00,409.39,4630.2
17974,997,13,94,1,9,0.29,2025-01-18 21:00:00,307.99,1968.06
17975,289,28,48,1,8,0.29,2025-01-18 22:00:00,382.85,2174.59
17976,432,10,31,3,7,0.26,2025-01-18 23:00:00,402.58,2085.36
17977,13,16,28,3,15,0.18,2025-01-19 00:00:00,35.93,441.94
17978,273,1,65,1,19,0.1,2025-01-19 01:00:00,329.11,5627.78
17979,295,5,7,2,11,0.3,2025-01-19 02:00:00,136.62,1051.97
17980,32,39,65,2,13,0.18,2025-01-19 03:00:00,462.54,4930.68
17981,386,48,23,3,8,0.07,2025-01-19 04:00:00,451.86,3361.84
17982,700,26,38,2,17,0.27,2025-01-19 05:00:00,277.17,3439.68
17983,361,32,39,5,4,0.21,2025-01-19 06:00:00,213.36,674.22
17984,484,9,60,5,5,0.03,2025-01-19 07:00:00,409.39,1985.54
17985,308,11,98,3,17,0.23,2025-01-19 08:00:00,223.35,2923.65
17986,170,16,51,2,8,0.21,2025-01-19 09:00:00,35.93,227.08
17987,752,33,38,4,9,0.15,2025-01-19 10:00:00,213.71,1634.88
17988,958,34,48,2,15,0.07,2025-01-19 11:00:00,146.75,2047.16
17989,676,30,42,2,6,0.03,2025-01-19 12:00:00,63.04,366.89
17990,957,22,89,1,7,0.02,2025-01-19 13:00:00,211.47,1450.68
17991,871,38,72,5,4,0.12,2025-01-19 14:00:00,312.42,1099.72
17992,766,36,5,1,16,0.19,2025-01-19 15:00:00,387.14,5017.33
17993,273,45,72,3,13,0.12,2025-01-19 16:00:00,216.82,2480.42
17994,786,33,34,4,2,0.06,2025-01-19 17:00:00,213.71,401.77
17995,643,42,6,3,16,0.05,2025-01-19 18:00:00,188.45,2864.44
17996,777,35,49,2,8,0.09,2025-01-19 19:00:00,158.42,1153.3
17997,572,42,88,3,8,0.17,2025-01-19 20:00:00,188.45,1251.31
17998,286,22,70,5,10,0.17,2025-01-19 21:00:00,211.47,1755.2
17999,117,14,78,2,15,0.27,2025-01-19 22:00:00,317.01,3471.26
18000,145,44,42,3,4,0.23,2025-01-19 23:00:00,168.57,519.2
18001,305,7,9,1,11,0.17,2025-01-20 00:00:00,279.15,2548.64
18002,224,41,46,4,18,0.07,2025-01-20 01:00:00,211.44,3539.51
18003,182,10,51,2,17,0.14,2025-01-20 02:00:00,402.58,5885.72
18004,80,26,40,2,6,0.06,2025-01-20 03:00:00,277.17,1563.24
18005,236,20,58,4,1,0.22,2025-01-20 04:00:00,176.94,138.01
18006,104,29,31,1,9,0.3,2025-01-20 05:00:00,322.28,2030.36
18007,546,24,13,2,15,0.09,2025-01-20 06:00:00,398.82,5443.89
18008,807,16,6,2,19,0.04,2025-01-20 07:00:00,35.93,655.36
18009,82,26,21,2,15,0.2,2025-01-20 08:00:00,277.17,3326.04
18010,386,46,39,2,2,0.05,2025-01-20 09:00:00,301.92,573.65
18011,402,40,27,2,10,0.02,2025-01-20 10:00:00,341.62,3347.88
18012,538,22,93,5,3,0.1,2025-01-20 11:00:00,211.47,570.97
18013,465,45,78,5,7,0.26,2025-01-20 12:00:00,216.82,1123.13
18014,1,14,44,2,8,0.11,2025-01-20 13:00:00,317.01,2257.11
18015,141,24,75,5,4,0.13,2025-01-20 14:00:00,398.82,1387.89
18016,538,11,21,3,9,0.28,2025-01-20 15:00:00,223.35,1447.31
18017,168,18,73,5,16,0.19,2025-01-20 16:00:00,160.21,2076.32
18018,243,48,40,2,3,0.13,2025-01-20 17:00:00,451.86,1179.35
18019,544,14,58,5,19,0.25,2025-01-20 18:00:00,317.01,4517.39
18020,983,7,46,5,7,0.13,2025-01-20 19:00:00,279.15,1700.02
18021,384,9,90,4,13,0.18,2025-01-20 20:00:00,409.39,4364.1
18022,304,38,88,1,1,0.08,2025-01-20 21:00:00,312.42,287.43
18023,63,29,100,5,9,0.26,2025-01-20 22:00:00,322.28,2146.38
18024,590,47,34,2,6,0.26,2025-01-20 23:00:00,489.29,2172.45
18025,224,22,75,2,12,0.09,2025-01-21 00:00:00,211.47,2309.25
18026,328,34,12,4,19,0.22,2025-01-21 01:00:00,146.75,2174.84
18027,173,34,49,3,11,0.24,2025-01-21 02:00:00,146.75,1226.83
18028,273,17,91,4,9,0.15,2025-01-21 03:00:00,165.9,1269.14
18029,411,28,53,1,6,0.06,2025-01-21 04:00:00,382.85,2159.27
18030,162,2,16,3,17,0.06,2025-01-21 05:00:00,185.03,2956.78
18031,243,33,7,1,17,0.1,2025-01-21 06:00:00,213.71,3269.76
18032,674,6,19,3,1,0.15,2025-01-21 07:00:00,313.8,266.73
18033,482,43,17,2,5,0.11,2025-01-21 08:00:00,427.02,1900.24
18034,489,50,92,2,17,0.06,2025-01-21 09:00:00,185.38,2962.37
18035,452,44,64,1,4,0.16,2025-01-21 10:00:00,168.57,566.4
18036,741,11,6,2,3,0.3,2025-01-21 11:00:00,223.35,469.03
18037,85,18,87,3,19,0.23,2025-01-21 12:00:00,160.21,2343.87
18038,142,11,96,5,16,0.05,2025-01-21 13:00:00,223.35,3394.92
18039,644,14,5,1,2,0.13,2025-01-21 14:00:00,317.01,551.6
18040,820,47,68,4,10,0.11,2025-01-21 15:00:00,489.29,4354.68
18041,326,7,64,5,4,0.0,2025-01-21 16:00:00,279.15,1116.6
18042,437,24,75,5,9,0.09,2025-01-21 17:00:00,398.82,3266.34
18043,728,43,56,3,7,0.1,2025-01-21 18:00:00,427.02,2690.23
18044,739,46,3,5,8,0.13,2025-01-21 19:00:00,301.92,2101.36
18045,996,33,56,5,18,0.11,2025-01-21 20:00:00,213.71,3423.63
18046,972,45,21,4,6,0.05,2025-01-21 21:00:00,216.82,1235.87
18047,196,2,89,1,7,0.09,2025-01-21 22:00:00,185.03,1178.64
18048,505,35,99,4,10,0.23,2025-01-21 23:00:00,158.42,1219.83
18049,925,2,65,1,17,0.25,2025-01-22 00:00:00,185.03,2359.13
18050,156,7,26,1,8,0.18,2025-01-22 01:00:00,279.15,1831.22
18051,126,40,83,3,6,0.06,2025-01-22 02:00:00,341.62,1926.74
18052,864,33,19,3,16,0.15,2025-01-22 03:00:00,213.71,2906.46
18053,673,11,100,3,17,0.25,2025-01-22 04:00:00,223.35,2847.71
18054,169,12,40,5,18,0.18,2025-01-22 05:00:00,363.21,5360.98
18055,445,18,4,3,19,0.09,2025-01-22 06:00:00,160.21,2770.03
18056,414,8,3,2,13,0.05,2025-01-22 07:00:00,285.26,3522.96
18057,43,31,87,2,4,0.09,2025-01-22 08:00:00,290.56,1057.64
18058,992,45,38,1,4,0.17,2025-01-22 09:00:00,216.82,719.84
18059,445,28,27,3,12,0.24,2025-01-22 10:00:00,382.85,3491.59
18060,488,47,60,3,5,0.24,2025-01-22 11:00:00,489.29,1859.3
18061,27,26,16,5,17,0.08,2025-01-22 12:00:00,277.17,4334.94
